出版社,発売日,シリーズ名・書名,著者,予価,
小学館,12,夜サンデーSSC異世界不倫2～導かれし人妻たちと不器用転生勇者～（３）,大井昌和／いのまる,715,
小学館,12,裏少年サンデーコミックス灼熱カバディ（23）,武蔵野創,715,
小学館,12,裏少年サンデーコミックスヒマチの嬢王（18）,茅原クレセ,715,
小学館,12,裏少年サンデーコミックス血と灰の女王（18）,バコハジメ,715,
小学館,12,裏少年サンデーコミックスペルソナ5（11）,村崎久都／アトラス,715,
小学館,12,裏少年サンデーコミックス日本三國（３）,松木いっか,715,
小学館,16,コミックス単行本うる星やつら復刻BOX（３）,高橋留美子,5500,
小学館,16,コミックス単行本仮面ライダーBlack完全復刻版BOX,石ノ森章太郎,4180,
小学館,16,小学館クリエイティブ単行本愛蔵版　スカルマン（１）,島本和彦／石ノ森章太郎,2420,
小学館,16,少年サンデーコミックス蒼穹のアリアドネ（19）,八木教広,550,
小学館,16,少年サンデーコミックス劇場版アニメコミック　名探偵コナン　ハロウィンの花嫁（下）,青山剛昌,980,
小学館,16,少年サンデーコミックスよふかしのうた（14）,コトヤマ,550,
小学館,16,少年サンデーコミックス第九の波濤（21）,草場道輝／高谷智裕,550,
小学館,16,少年サンデーコミックス龍と苺（10）,柳本光晴,550,
小学館,16,少年サンデーコミックストニカクカワイイ（22）,畑健二郎,550,
小学館,16,少年サンデーコミックスレッドブルー（４）,波切敦,550,
小学館,16,少年サンデーコミックスボレーボレー（３）,カワバタオ,550,
小学館,16,少年サンデーコミックスタイフウリリーフ（４）,茂木ヨモギ,550,
小学館,16,少年サンデーコミックスラブコメクエスト（２）,ｍｍｋ,550,
小学館,16,少年サンデーコミックス朱月事変（１）,壱原ちぐさ,550,
小学館,16,少年サンデーコミックス帝乃三姉妹は案外、チョロい。（４）,ひらかわあや,550,
小学館,16,少年サンデーコミックスアオアシ　ジュニア版（19）,小林有吾,650,
小学館,16,少年サンデーコミックスアオアシ　ジュニア版（20）,小林有吾,650,
小学館,19,サンデーGXコミックスWILDERNESS（ワイルダネス・８）,伊藤明弘,715,
小学館,19,サンデーGXコミックス任侠転生　―異世界のヤクザ姫―（10）,宮下裕樹／夏原武,715,
小学館,19,サンデーGXコミックスサバゲっぱなしS（２）,坂崎ふれでぃ,715,
小学館,19,裏少年サンデーコミックスあなたは私におとされたい（２）,宮口ジュン／梅涼,880,
小学館,19,裏少年サンデーコミックスまさかな恋になりました。（２）,邑咲奇,880,
小学館,19,裏少年サンデーコミックス史上最強オークさんの楽しい異世界ハーレムづくり（11）,月夜涙／みわべさくらほか,715,
小学館,19,裏少年サンデーコミックス最強職《竜騎士》から初級職《運び屋》＠comic（11）,あまうい白一／泉彩ほか,715,
小学館,19,裏少年サンデーコミックスダンベル何キロ持てる？（17）,サンドロビッチ・ヤバ子／ＭＡＡＭ,715,
小学館,26,ゲッサン少年サンデーコミックス雨宮さん（１）　通常版,あらゐけいいち,715,
小学館,26,コミックス単行本雨宮さん（１）　ハードカバー特別版,あらゐけいいち,1650,
小学館,26,ちゃおコミックス同級生と恋する方法（５）,大木真白,528,
小学館,26,ちゃおコミックス放課後、君だけのヒロイン（１）,きたむらゆうか,528,
小学館,26,ちゃおコミックスブラックアリス（９）,なかむらさとみ,528,
小学館,26,ちゃおコミックスはろー！マイベイビー（10）,かわだ志乃,528,
小学館,26,ちゃおコミックスショコラの魔法～vivid berry～,みづほ梨乃,528,
小学館,26,てんとう虫コミックス妖怪ウォッチ（22）,小西紀行,528,
小学館,26,フラワーCアルファ容疑者Aの花嫁（１）,遠山えま,550,
小学館,26,フラワーCアルファクズとケモ耳（10）,杉しっぽ,550,
小学館,26,フラワーコミックス青春の霹靂（３）,八寿子,528,
小学館,26,フラワーコミックス花嫁Reスタート（４）,京町妃紗,528,
小学館,26,フラワーコミックス今日も王子が尊いです。（２）,ヒナチなお,528,
小学館,26,フラワーコミックスリトライジュリエット！！（２）,池山田剛,528,
小学館,26,フラワーコミックス次はいいよね、先輩（６）,梅澤麻里奈,528,
小学館,26,フラワーコミックス仁義なき婿取り（11）,佐野愛莉,528,
小学館,26,フラワーコミックスコーヒー＆バニラ（21）,朱神宝,528,
小学館,26,フラワーコミックスコーヒー＆バニラ　black（３）,朱神宝,528,
小学館,26,フラワーコミックス黒猫に甘噛み（５）,華谷艶,528,
小学館,26,フラワーコミックスねぇ先生、知らないの？（10）,浅野あや,528,
小学館,26,フラワーコミックスラブ・パラサイト（２）,雨村澪,528,
小学館,26,フラワーコミックスイケメン貧乏神と同居はじめました！（３）,杏乃／花井有人,528,
小学館,27,てんとう虫コミックスリッチ警官　キャッシュ！（８）,黒田さくや,528,
小学館,27,てんとう虫コミックスカシバトル（２）,吉もと誠,528,
小学館,27,てんとう虫コミックスMINECRAFT～世界の果てへの旅～（６）,瀬戸カズヨシ,528,
小学館,27,てんとう虫コミックス小説　シンカリオンZ　ヤマノテ・クライシス,小学館集英社プロダクション／石橋大助,1300,
小学館,27,てんとう虫コミックス〔スペシャル〕サメゾン　サメとゾンビとなんでも屋（１）,山内コウタロウ,770,
小学館,28,ビッグ　コミックスがんばりょんかぁ、マサコちゃん（１）,宮崎克／魚戸おさむ,715,
小学館,28,ビッグ　コミックスギターショップ・ロージー（２）,高橋ツトム,715,
小学館,28,ビッグ　コミックスJUMBO MAX（７）,高橋ツトム,715,
小学館,28,ビッグ　コミックス駅伝男子プロジェクト（１）,高橋しん,715,
小学館,28,ビッグ　コミックス戦闘メカ　ザブングル　アナザー・ゲイル（１）,田中むねよし,715,
小学館,28,ビッグ　コミックスカレーマン（１）,はしもとみつお／宮崎克,715,
小学館,28,ビッグ　コミックス夏目アラタの結婚（９）,乃木坂太郎,792,
小学館,28,ビッグ　コミックスらーめん再遊記（６）,久部緑郎／河合単ほか,715,
小学館,28,ビッグ　コミックス永世乙女の戦い方（８）,くずしろ,715,
小学館,28,ビッグ　コミックスフォーシームNEXT（９）,さだやす圭,715,
小学館,28,ビッグ　コミックス正直不動産（16）,大谷アキラ／夏原武ほか,715,
小学館,28,ビッグ　コミックス前科者（12）,香川まさひと／月島冬二,715,
小学館,28,ビッグ　コミックスセシルの女王（３）,こざき亜衣,715,
小学館,28,ビッグ　コミックス本の虫　ミミズクくん（２）,カラシユニコ,715,
小学館,28,ビッグ　コミックスワタシってサバサバしてるから（２）,江口心／とらふぐ,540,
小学館,28,ビッグ　コミックスフランチャイズ！　つくだ☆マジカル,小田扉,715,
小学館,28,ビッグ　コミックス親友は悪女（上）,和田依子,540,
小学館,28,ビッグ　コミックス親友は悪女（下）,和田依子,540,
小学館,28,ビッグ　コミックス報復刑（１）,トータス杉村,550,
小学館,28,ビッグ　コミックス報復刑（２）,トータス杉村,550,
小学館,28,ビッグ　コミックス報復刑（３）,トータス杉村,550,
小学館,28,ビッグ　コミックス〔スペシャル〕Get truth 太陽の牙ダグラム（２）,太田垣康男／高橋良輔,1265,
小学館,28,ビッグ　コミックス〔スペシャル〕『BLUE GIANT』1～4集　SPECIALプライスパック,石塚真一,1980,
小学館,28,ビッグ　コミックス〔スペシャル〕1978年のまんが虫,細野不二彦,1480,
スクウェア・エニックス,7,ガンガンコミックスONLINE忘却聖女（コミック・１）,守野伊音／朱里ほか,730,
スクウェア・エニックス,7,ガンガンコミックスUP！妖怪戦葬（９）,弓咲ミサキックス,750,
スクウェア・エニックス,7,ガンガンコミックスUP！ちょっぴり年上でも彼女にしてくれますか？（８・完）,望公太／浦稀えんやほか,730,
スクウェア・エニックス,7,ガンガンコミックスUP！うちの奴隷が明るすぎる（７）,ぶしやま,730,
スクウェア・エニックス,7,ガンガンコミックスUP！錆喰いビスコ2（３・完）,瘤久保慎司（株式会社ＫＡＤＯＫＡＷＡ／電撃文庫刊）／夏星創ほか,750,
スクウェア・エニックス,7,ガンガンコミックスUP！悪魔も堕ちる悪魔飯～2秒でイチコロ！ギャルの即堕ちハイカロリーごはん～（３）,音速へどばん首もげ太／小麦Ａ,730,
スクウェア・エニックス,7,ガンガンコミックスUP！悪魔も堕ちる悪魔飯～2秒でイチコロ！ギャルの即堕ちハイカロリーごはん～（４・完）,音速へどばん首もげ太／小麦Ａ,730,
スクウェア・エニックス,7,ガンガンコミックスUP！婚約破棄を狙って記憶喪失のフリをしたら、素っ気ない態度だった婚約者が「記憶を失う前の君は、俺にベタ惚れだった」という、とんでもない嘘をつき始めた（コミック・１）,琴子／雨壱絵穹ほか,730,
スクウェア・エニックス,7,ガンガンコミックスUP！俺はまだ、本気を出していない（９）,リキタケ／三木なずなほか,730,
スクウェア・エニックス,7,ガンガンコミックスUP！冒険に、ついてこないでお母さん！　～　超過保護な最強ドラゴンに育てられた息子、母親同伴で冒険者になる（７・完）,茨木野／四志丸,730,
スクウェア・エニックス,7,ガンガンコミックスUP！最強勇者はお払い箱→魔王になったらずっと俺の無双ターン（６）,澄守彩／ｊｉｍｍｙほか,730,
スクウェア・エニックス,7,ガンガンコミックスUP！ゆるふわ農家の文字化けスキル　～異世界でカタログ通販やってます～（５）,白石新（ＧＡノベル／ＳＢクリエイティブ刊）／綾月ツナほか,730,
スクウェア・エニックス,7,ガンガンコミックスUP！神殺しの魔王、最弱種族に転生し史上最強になる（２）,えぞぎんぎつね（ＧＡ文庫／ＳＢクリエイティブ刊）／ＰＩＧ３ｒｄほか,730,
スクウェア・エニックス,7,ガンガンコミックスUP！お隣の天使様にいつの間にか駄目人間にされていた件（２）,佐伯さん（ＧＡ文庫／ＳＢクリエイティブ刊）／芝田わんほか,730,
スクウェア・エニックス,7,ガンガンコミックスUP！逃がした魚は大きかったが釣りあげた魚が大きすぎた件（コミック・２）,ももよ万葉／三登いつきほか,730,
スクウェア・エニックス,7,ガンガンコミックスUP！忘れえぬ魔女の物語（２）,宇佐楢春（ＧＡ文庫／ＳＢクリエイティブ刊）／やまだしゅらほか,730,
スクウェア・エニックス,12,ガンガンコミックスとある魔術の禁書目録（インデックス・28）,鎌池和馬／近木野中哉ほか,550,
スクウェア・エニックス,12,ガンガンコミックス双翼の武装使い（３・完）,進行諸島／ｓａｎｏｒｉｎ,770,
スクウェア・エニックス,12,ガンガンコミックスONLINE俺は知らないうちに学校一の美少女を口説いていたらしい　～バイト先の相談相手に俺の想い人の話をすると彼女はなぜか照れ始める～（１）,午前の緑茶／あたるほか,730,
スクウェア・エニックス,12,ガンガンコミックスONLINE俺は知らないうちに学校一の美少女を口説いていたらしい　～バイト先の相談相手に俺の想い人の話をすると彼女はなぜか照れ始める～（２）,午前の緑茶／あたるほか,730,
スクウェア・エニックス,12,ガンガンコミックスONLINEブラック魔道具師ギルドを追放された私、王宮魔術師として拾われる　～ホワイトな宮廷で、幸せな新生活を始めます！～（コミック・１）,葉月秋水／necömiほか,730,
スクウェア・エニックス,12,ガンガンコミックスONLINEスライム倒して300年、知らないうちにレベルMAXになってました（12）,森田季節（ＧＡノベル／ＳＢクリエイティブ刊）／シバユウスケほか,730,
スクウェア・エニックス,12,ガンガンコミックスONLINE性別「モナリザ」の君へ。（９）,吉村旋,800,
スクウェア・エニックス,12,ガンガンコミックスONLINE性別「モナリザ」の君へ。（10・完）,吉村旋,800,
スクウェア・エニックス,12,ガンガンコミックスONLINE魔力チートな魔女になりました～創造魔法で気ままな異世界生活～（２）,アロハ座長（ＧＣ　ＮＯＶＥＬＳ／マイクロマガジン社刊）／春原シンほか,730,
スクウェア・エニックス,12,ガンガンコミックスUP！失格紋の最強賢者　～世界最強の賢者が更に強くなるために転生しました～（21）,進行諸島／肝匠＆馮昊（Ｆｒｉｅｎｄｌｙ　Ｌａｎｄ）ほか,730,
スクウェア・エニックス,12,ガンガンコミックスUP！俺の現実は恋愛ゲーム？？　～かと思ったら命がけのゲームだった～（16）,わるいおとこ／彭傑＆奈栩（Ｆｒｉｅｎｄｌｙ　Ｌａｎｄ）ほか,730,
スクウェア・エニックス,21,ガンガンコミックスBliss恋する極道おにいさん（３・完）,折紙ちよこ,730,
スクウェア・エニックス,21,ガンガンコミックスBliss俺の花婿はお前じゃない,ミナモトカズキ,730,
スクウェア・エニックス,21,ガンガンコミックスJOKERブラトデア（５）,村田真哉／速水時貞,730,
スクウェア・エニックス,21,ガンガンコミックスJOKERはじめての諏訪さん（３・完）,真沼靖佳,730,
スクウェア・エニックス,21,ガンガンコミックスJOKER百姫夜会　─傷痕契ル乙女達─（３・完）,都月景／いふじシンセン,730,
スクウェア・エニックス,21,ガンガンコミックスpixiv氷属性男子とクールな同僚女子（７）,殿ヶ谷美由記,990,
スクウェア・エニックス,21,ガンガンコミックスpixiv死神の花嫁～余命7日からの幸福（１）,一色箱,730,
スクウェア・エニックス,21,ガンガンコミックスpixiv幸色のワンルーム（11・完）,はくり,770,
スクウェア・エニックス,23,ヤングガンガンコミックス現実の彼女はいりません！（16）,田尾典丈／三雲ジョージほか,730,
スクウェア・エニックス,23,ヤングガンガンコミックス先生のこと、くすぐってあげる（３）,星河だんぱ,730,
スクウェア・エニックス,27,Gファンタジーコミックス帰還した勇者の後日譚（４・完）,月夜乃古狸／吉沢メガネほか,730,
スクウェア・エニックス,27,Gファンタジーコミックス妖怪学校の先生はじめました！（14）,田中まい,730,
スクウェア・エニックス,27,GファンタジーコミックスDisney Twisted ―Wonderland The Comic Episode of Heartslabyul（４・完）,枢やな／葉月わかなほか,770,
スクウェア・エニックス,27,Gファンタジーコミックスログインサバイバル（２）,高光晶／竹鶏三歩,730,
スクウェア・エニックス,27,『ディズニー　ツイステッドワンダーランド』イベント設定資料集　Design Note,スクウェア・エニックス,2750,
白泉社,5,花とゆめコミックス帝国の恋嫁（２）,可歌まと,495,
白泉社,5,花とゆめコミックスあかのたち（１）,海道ちとせ,495,
白泉社,5,花とゆめコミックス花よりも花の如く（21）,成田美名子,495,
白泉社,5,花とゆめコミックス下足痕踏んじゃいました（２）,麻生みこと,693,
白泉社,5,花とゆめコミックス悪役令嬢のお兄様は攻略対象外です！！（３・完）,夢衣,594,
白泉社,20,花とゆめコミックス愛蔵版　天使禁猟区（７）,由貴香織里,990,
白泉社,20,花とゆめコミックス愛蔵版　天使禁猟区（８）,由貴香織里,990,
白泉社,20,花とゆめコミックス鬼の花嫁は喰べられたい（６）,サカノ景子,495,
白泉社,20,花とゆめコミックス墜落JKと廃人教師（15）,ｓｏｒａ,495,
白泉社,20,花とゆめコミックスメリトあいきゅうごっど（２・完）,酒井ゆかり／津山冬,495,
白泉社,20,花とゆめコミックスWジュリエットⅡ（13）,絵夢羅,495,
白泉社,20,花とゆめコミックスツーリング・エクスプレス～PT999編～,河惣益巳,594,
白泉社,20,花とゆめコミックス王子に溺愛されたくないので元プリンセスですが男装執事になります！（４）,にーづま。,572,
白泉社,26,メジロバナの咲く（３）,中村明日美子,825,
白泉社,26,さみしさの音がする,シギサワカヤ,880,
白泉社,27,ヤングアニマルコミックスあらくさ忍法帖（６）,春輝,715,
白泉社,27,ヤングアニマルコミックスキッチンカー『デリ・ジョイ』　―車窓から異世界へ美味いもの密輸販売中！―（２）,水晶零／りぃんほか,715,
白泉社,27,ヤングアニマルコミックスそれイけ！きさらちゃん（３）,コアヤアコ,715,
白泉社,27,ヤングアニマルコミックス恋愛フロップス（２）,石坂リューダイ／Ｌｏｖｅ　Ｆｌｏｐｓ　Ｐｒｏｊｅｃｔ,715,
白泉社,27,ヤングアニマルコミックスじょふう（２）,甘詰留太,715,
白泉社,27,ヤングアニマルコミックス魔法中年（２）,灰刃ねむみ／魔木,715,
白泉社,27,ヤングアニマルコミックスしょせん他人事ですから　～とある弁護士の本音の仕事～（３）,富士屋カツヒト／左藤真通ほか,770,
出版社,発売日,シリーズ名・書名,著者,予価,
一迅社,15,gateauコミックス,レモンソーダフレーバーキス,海灯火,836,
一迅社,16,百合姫コミックス,私の推しは悪役令嬢。（５）,青乃下／いのり。ほか,825,
一迅社,16,百合姫コミックス,ロンリーガールに逆らえない（６）　初回限定版,樫風,1034,
一迅社,20,カラフルハピネス,悪女が恋に落ちた時（２）,ＤＣＢＯ／Ｓｅｏ　Ｇｗｉｊｏほか,1089,
一迅社,23,ZERO-SUMコミックス,ルーチェと白の契約（１）,御巫桃也,814,
一迅社,23,ZERO-SUMコミックス,Fate/Grand Order ―mortalis:stella―（４）,白峰／ＴＹＰＥ－ＭＯＯＮ,605,
一迅社,23,ZERO-SUMコミックス,闇メイドが支配する！（１）,八坂アキヲ／相川有,825,
一迅社,26,百合姫コミックス,ゆるゆり（22）,なもり,814,
一迅社,26,百合姫コミックス,大室家（６）,なもり,968,
一迅社,27,REXコミックス,八十亀ちゃんかんさつにっき（13）,安藤正基,726,
一迅社,27,REXコミックス,魔力0で最強の大賢者　～それは魔法ではない、物理だ！～（５）,空地大乃／色意しのぶほか,748,
一迅社,27,REXコミックス,チートスキル『死者蘇生』が覚醒して、いにしえの魔王軍を復活させてしまいました　～誰も死なせない最強ヒーラー～（５）,はにゅう／りすまいほか,748,
一迅社,27,REXコミックス,外面だけは完璧なコミュ障冒険者、Sランクパーティーでリーダーになる（２）,とまとすぱげてぃ／はみほか,748,
一迅社,27,REXコミックス,その劣等生、実は最強賢者（１）,未来人Ａ／森乃葉りふほか,759,
一迅社,27,REXコミックス,Fate/Grand Order -Epic of Remnant-　亜種特異点Ⅳ　禁忌降臨庭園　セイレム　異端なるセイレム（６）,ＴＹＰＥ－ＭＯＯＮ／大森葵,649,
一迅社,28,ZERO-SUMコミックス,転生したら断罪スタートなんて聞いてませんっ！　アンソロジーコミック（３）,アンソロジー,880,
一迅社,28,ZERO-SUMコミックス,悪役令嬢（予定）らしいけど、私はお菓子が食べたい～ブロックスキルで穏やかな人生目指します～（３）,ｃｈａｎｙ／佐槻奏多ほか,836,
一迅社,28,ZERO-SUMコミックス,異世界トリップ先で助けてくれたのは、　人殺しの少年でした。（上）　（仮）,堀田阿伴,860,
一迅社,28,ZERO-SUMコミックス,異世界トリップ先で助けてくれたのは、　人殺しの少年でした。（下）　（仮）,堀田阿伴,860,
一迅社,28,ZERO-SUMコミックス,一目惚れと言われたのに実は囮だと知った伯爵令嬢の三日間（３）,藤谷陽子／千石かのんほか,814,
一迅社,28,ZERO-SUMコミックス,邪魔者のようですが、王子の昼食は私が作るようです（２）,田中ててて／天の葉ほか,858,
一迅社,28,ZERO-SUMコミックス,ふつつかな悪女ではございますが　～雛宮蝶鼠とりかえ伝～（４）,尾羊英／中村颯希ほか,814,
一迅社,28,ZERO-SUMコミックス,悪役令嬢ですが、幸せになってみせますわ！　アンソロジーコミック（８）,アンソロジー,880,
オークラ出版,26,ミンティコミックス,5秒でお前をイかせてやるよ～セクシー男優と絶頂ヘブン（３）,夏咲たかお,780,
オークラ出版,27,enigma comics,英国伯爵と下宿人の密事（１）,今市子／四谷シモーヌ,860,
宙出版,15,ミッシィコミックス　YLC DX Collection,鬼神閣下の身代わり花嫁　 ～世継ぎができたら離縁です～,はちくもりん,713,
宙出版,15,ミッシィコミックス　YLC Collection,ふつつかものですが、溺愛してください。～政略結婚は恋の始まり！？～（２）,幸姫ピチコ,713,
宙出版,15,ミッシィコミックス　YLC Collection,年下上司のウタマロ様　でっかい彼を受け止めますっ！！（６）,春宮ぱんだ,713,
宙出版,15,ミッシィコミックス　YLC Collection,一生溺愛してください！新婚生活アンソロジー,アンソロジー,744,
笠倉出版社,16,カルトコミックス　Love Chucola Selection,幼馴染は一卵性の獣（４）,あわいぽっぽ／さくら蒼,781,
笠倉出版社,23,カルトコミックス　equal collection,こじらせ淫魔に食べられたい,あぺこ,803,
笠倉出版社,23,カルトコミックス　equal collection,咲田さんは××でシてほしい,日高あゆこ,803,
海王社,9,GUSH COMICS,ワケありスーパーダーリン,仁井ちく,759,
海王社,9,GUSH COMICS,騎士と帝,いつきまこと,737,
海王社,9,GUSH COMICS,ひとりぼっちのワルツ,羽純ハナ／松本いさ,913,
海王社,9,GUSH COMICS,俺が猫ならお前は犬で,かけたま,759,
海王社,9,GUSH COMICS,国宝級イケメン俳優の俺がAVに出るなんて,浅井西,781,
海王社,9,GUSH COMICS,後輩と同棲したら更にめちゃくちゃ溺愛されました,梶本潤,759,
海王社,20,＆.Emo comics,人形遊戯録,凩はとば,825,
幻冬舎コミックス発行／幻冬舎発売,23,バーズコミックス,奴隷商人しか選択肢がないですよ？　～ハーレム？なにそれおいしいの？～（７）,カラユミ／ごましほか,715,
幻冬舎コミックス発行／幻冬舎発売,23,バーズコミックス,おっさん冒険者の異世界放浪記　若返りスキルで地道に生き延びる（１）,なまず太郎／曽山彦介ほか,737,
幻冬舎コミックス発行／幻冬舎発売,23,バーズコミックス,異世界に来たみたいだけど如何すれば良いのだろう　～社畜SEのマイペース冒険記～（１）,舞／天野こひつじほか,737,
幻冬舎コミックス発行／幻冬舎発売,23,バーズコミックス　デラックス,オタク女子が、4人で暮らしてみたら。,藤谷千明／泥川恵,1100,
幻冬舎コミックス発行／幻冬舎発売,23,バーズコミックス　ルチルコレクション,金の絵筆に銀のパレット,ＡＲＵＫＵ,814,
幻冬舎コミックス発行／幻冬舎発売,23,バーズコミックス　リンクスコレクション,神さまは陽だまりに眠る,篠崎マイ,770,
幻冬舎コミックス発行／幻冬舎発売,23,バーズコミックス　リンクスコレクション,カリギュラの恋　サイドマスター,みちのくアタミ,847,
幻冬舎コミックス発行／幻冬舎発売,23,バーズコミックス　ラブキスボーイズコレクション,交際0日、つがい婚から始めます,井伊イチノ,847,
コスミック出版,16,Spicy Whip Comics,ファントムドッグ―birth―,𠮷田屋ろく,814,
コアミックス,20,ゼノンコミックス　BD,あおのたつき（７）,安達智,748,
コアミックス,20,ゼノンコミックス,終末のワルキューレ（17）,アジチカ／梅村真也ほか,726,
コアミックス,20,ゼノンコミックス,終末のワルキューレ異聞　呂布奉先飛将伝（７・完）,オノタケオ,704,
コアミックス,20,ゼノンコミックス,東京決闘環状戦（９）,山田俊明,726,
コアミックス,20,ゼノンコミックス,天狗祓の三兄弟（４）,晴川シンタ,726,
コアミックス,20,ゼノンコミックス,ヴィランアクター（１）,原田ケンタロー／瀬戸ミクモ,726,
コアミックス,20,ゼノンコミックス,北斗の拳外伝　天才アミバの異世界覇王伝説（３）,武論尊／原哲夫ほか,726,
コアミックス,20,ゼノンコミックス,東京カンナビス特区　大麻王と呼ばれた男（３）,稲井雄人,704,
コアミックス,20,ゼノンコミックス,さるまね（２）,吉田薫,704,
コアミックス,20,ゼノンコミックス,凛子ちゃんとひもすがら（３）,七瀬八,726,
少年画報社,8,YKコミックス,神様、やりすぎです♡,速野悠二,715,
少年画報社,8,YKコミックス,妻は夜鷹か夜雀か（１）,佐野タカシ,715,
少年画報社,12,YKコミックス,やんちゃギャルの安城さん（11）,加藤雄一,715,
少年画報社,12,YKコミックス,やんちゃギャルの安城さんたち　高1編（６・完）,加藤雄一／すおしろ,715,
少年画報社,12,YKコミックス,桐切蛍の嫌いな食べもの（２）,木綿八十子,814,
少年画報社,12,にゃんCOMI,ねこぱんち　福笑い猫号,アンソロジー,548,
少年画報社,12,ねこぱんちコミックス,子猫の小梅さん（３）,ほしのなつみ,759,
少年画報社,12,思い出食堂コミックス,和庵のひと肴（１）,高倉あつこ,759,
少年画報社,26,YKコミックス,KIPPO（23）,田中宏,715,
少年画報社,26,YKコミックス,マッチモンド（１）,堀内祥吾,715,
少年画報社,26,YKコミックス,ミチオ（１）,大山満千,715,
少年画報社,26,YKコミックス,朝食会（５）,渡邊ダイスケ／小林拓己,715,
少年画報社,26,YKコミックス,染色体　田川とまた短編集,田川とまた,715,
少年画報社,26,YKコミックス,レリック／アンダーグラウンド　最強の“失せ物探し”パーティー、ダンジョンの罪を裁く（１）,藤原祐／苺野しずく,715,
少年画報社,26,YKコミックス,シリアルキラー異世界に降り立つ（１）,一粒苺／ヒロ,715,
少年画報社,26,YKコミックス,死に戻り令嬢の仮初め結婚　～二度目の人生は生真面目将軍と星獣もふもふ～（１）,日車メレ／ゆりはらあき,715,
少年画報社,26,YKコミックス,水上悟志のまんが左道,水上悟志,715,
少年画報社,26,思い出食堂コミックス,書店員まことの晩餐（３・完）,さかきしん,759,
少年画報社,26,思い出食堂コミックス,家政婦美幸のときめきレシピ（１）,華麗るう,759,
少年画報社,28,YKコミックス,蒼き鋼のアルペジオ（24）,Ａｒｋ　Ｐｅｒｆｏｒｍａｎｃｅ,737,
少年画報社,28,YKコミックス,悪役令嬢転生おじさん（４）,上山道郎,715,
新書館,1,ディアプラス・コミックス,セブンティーンシロップス,あらた六花,759,
新書館,1,ディアプラス・コミックス,攻だった俺が異世界転生したら暴君が溺愛してくる,立野真琴,759,
新書館,1,ディアプラス・コミックス,がっこうのふわもこ日誌（２）,松本花,759,
新書館,1,ディアプラス・コミックス,君がいないハッピーエンド,Ｄｉｔｅ,792,
新書館,28,ディアプラス・コミックス,カタコイシーソー,宮田トヲル,792,
新書館,28,ディアプラス・コミックス,嘘には向かない職業（上）,金井桂,880,
新書館,28,ディアプラス・コミックス,嘘には向かない職業（下）,金井桂,880,
新書館,28,ディアプラス・コミックス,俺に絶対、触れちゃだめ。,犬井ナオ,759,
ジュネット,19,ジュネットコミックス／ピアスシリーズ,湯のまち温泉ボーイズ,恋煩シビト,770,
ジュネット,19,ジュネットコミックス／ピアスシリーズ,XLサイズですが、結婚させてくれますか？（２）,たまち,770,
新潮社,8,バンチコミックス,拝啓、世間様。（１）,神﨑新,726,
新潮社,8,バンチコミックス,37セカンズ（１）,栗原陽平／ＨＩＫＡＲＩ,748,
新潮社,8,バンチコミックス,燃えよ剣（２）,奏ヨシキ／司馬遼太郎ほか,726,
新潮社,8,バンチコミックス,カヤちゃんはコワくない（２）,百合太郎,726,
新潮社,8,バンチコミックス,怪獣自衛隊（10）,井上淳哉／白土晴一,748,
新潮社,8,バンチコミックス,鹿楓堂よついろ日和（17）,清水ユウ,682,
新潮社,8,バンチコミックス,死役所（22）,あずみきし,682,
新潮社,8,バンチコミックス,働かないふたり（27）,吉田覚,616,
小学館クリエイティブ,5,ヒーローズコミックス　ふらっと,ふたりでおかしな休日を（３）,伊藤正臣,748,
小学館クリエイティブ,15,ヒーローズコミックス　ふらっと,ひとがたり（１）,長谷川夏暉,748,
小学館クリエイティブ,27,ヒーローズコミックス,ゆうれい色の日常,柿沼こうた,748,
小学館クリエイティブ,27,ヒーローズコミックス　わいるど,キリングバイツ（21）,村田真哉／隅田かずあさ,748,
小学館クリエイティブ,27,ヒーローズコミックス　わいるど,ほしがりすぎでしょ！？稲葉さん（３・完）,村田真哉／隅田かずあさ,748,
ジーウォーク,27,ムーグコミックス／TLS,初恋の幼なじみに溺愛されています（仮）,縞もく,800,
祥伝社,8,FCswing,女の園の星（３）,和山やま,814,
祥伝社,8,フィールコミックス,今日から清く恋をします,照井にと,836,
祥伝社,23,オンブルーコミックス,TOKYO光オークション,時羽兼成,770,
祥伝社,23,オンブルーコミックス,25時、赤坂で（４）,夏野寛子,814,
祥伝社,23,オンブルーコミックス,onBLUE（62）,ａｋａｂｅｋｏ,1000,
祥伝社,23,ひめ恋selection,ちっぱい彼女と美人彼氏（７）,ｎｅｃｏ,660,
秋水社発行／青泉社発売,12,秋水デジタルコミックス／TLシリーズ,昴くんはムラムラしてます　年下御曹司は幼馴染のお姉ちゃんが大好き,ヒダカリョウ,770,
秋水社発行／青泉社発売,26,秋水デジタルコミックス／GCシリーズ,0歳児スタートダッシュ物語（４）,はやせれく／海華,770,
秋水社発行／青泉社発売,26,秋水デジタルコミックス／YLシリーズ,悪魔×花嫁（１）　選ばれた娘はどっち？,碧ゆかこほか,770,
秋水社発行／青泉社発売,26,秋水デジタルコミックス／BLシリーズ,ヤンキーくんは犬になりたい,いけがみ小５,770,
秋水社発行／青泉社発売,26,秋水デジタルコミックス,イケないムコ選びの裏事情,まめこ,1650,
