出版社,発売日,シリーズ名・書名,著者,予価,
竹書房,15,ぼのぼの人生相談　「自分をしまっちゃうのをやめないとさ」,いがらしみきお,1210,
宝島社,15,このマンガがすごい！comics,追放された悪役令嬢が止まらない！　隣で振り回されている追加キャラが僕です,菫／アマラ,760,
宝島社,15,このマンガがすごい！comics,俺の死亡フラグが留まるところを知らない（５）,乙須ミツヤ／泉ほか,810,
大誠社,9,Only Lips comics,バツイチ2人は未定な関係（４）,近由子,730,
大誠社,9,Only Lips comics めちゃコミックオリジナル,さらって、奪って、旦那様,宮崎うの,800,
大誠社,9,Only Lips comics めちゃコミックオリジナル,10歳下の幼なじみに求婚されています（１）,一城咲ルイ,680,
大誠社,9,Only Lips comics めちゃコミックオリジナル,クズ人間、治療します。―人格整形外科―（２）,亜月亮,780,
大誠社,9,Only Lips comics めちゃコミックオリジナル,家政夫さんは甘い嘘をつく（２・完）,神室リツコ,680,
大誠社,9,Only Lips comics めちゃコミックオリジナル,演じ屋　～逆転のシナリオお売りします～（２）,とどろきゆうき／野口照夫,680,
TOブックス,1,本好きの下剋上～司書になるためには手段を選んでいられません～　第二部　「本のためなら巫女になる！」（８）,鈴華／香月美夜,660,
TOブックス,1,コロナ・コミックス,異世界の貧乏農家に転生したので、レンガを作って城を建てることにしました＠COMIC（４）,槙島ギン／カンチェラーラ,704,
TOブックス,1,コロナ・コミックス,追放された万能魔法剣士は、皇女殿下の師匠となる＠COMIC（２）,鳴原／軽井広,704,
TOブックス,1,コロナ・コミックス,バッドエンド目前のヒロインに転生した私、今世では恋愛するつもりがチートな兄が離してくれません！？@COMIC（１）,七星郁斗／琴子,704,
TOブックス,1,コロナ・コミックス,断罪された悪役令嬢は、逆行して完璧な悪女を目指す＠COMIC（２）,北国良人／楢山幕府,704,
TOブックス,15,コロナ・コミックス,悪役令嬢ですが攻略対象の様子が異常すぎる＠COMIC（４）,宛／稲井田そう,704,
TOブックス,15,コロナ・コミックス,転生令嬢は精霊に愛されて最強です……だけど普通に恋したい！＠COMIC（３）,はな／風間レイ,704,
TOブックス,15,コロナ・コミックス,穏やか貴族の休暇のすすめ。＠COMIC（８）,百地／岬,704,
TOブックス,15,コロナ・コミックス,元悪役令嬢とS級冒険者のほのぼの街暮らし～不遇なキャラに転生してたけど、理想の美女になれたからプラマイゼロだよね～＠COMIC（１）,ばいお／ひだまり,704,
TOブックス,15,コロナ・コミックス,アナザー・フロンティア・オンライン～生産系スキルを極めたらチートなNPCを雇えるようになりました～＠COMIC（４）,ｆｕｆｕ／ぺんぎん,704,
アイエムエー発行／日販アイ・ピー・エス発売,2,Colorful！コミックス,あなたにだけは（２）,柏木郁乃,660,
アイエムエー発行／日販アイ・ピー・エス発売,16,Colorful！コミックス,その笑顔好きじゃない（８）,駄犬ひろし,660,
アイエムエー発行／日販アイ・ピー・エス発売,23,Colorful！コミックス,高嶺の花男くん（４）,ココハル,660,
LINE Digital Frontier発行／日販アイ・ピー・エス発売,15,LINEコミックス,ムラサキ（５・完）,厳男子,693,
LINE Digital Frontier発行／日販アイ・ピー・エス発売,15,LINEコミックス,僕のソルシエール（７・完）,夕希実久,638,
LINE Digital Frontier発行／日販アイ・ピー・エス発売,15,LINEコミックス,ドラゴンのおまわりさん（３・完）,澄谷ゼニコ,726,
LINE Digital Frontier発行／日販アイ・ピー・エス発売,15,LINEコミックス,永守くんが一途すぎて困る。（３・完）,さわやか／ふみふみこ,726,
LINE Digital Frontier発行／日販アイ・ピー・エス発売,15,LINEコミックス,鬼畜島（24・完）,外薗昌也,638,
Jパブリッシング,1,スフレコミックス,デブとラブと過ちと！（５）,ままかり,825,
Jパブリッシング,19,G-Lish Comics,星見えぬ街で君を知る,つし子,770,
Jパブリッシング,23,arca comics,プレイ・オブ・ブルックリン,ぱるあ,902,
ハーパーコリンズ・ジャパン,1,ハーレクインコミックスCM／ハーレクインコミックス,キスは隠れて,篠崎佳久子／サラ・モーガン,660,
ハーパーコリンズ・ジャパン,1,ハーレクインコミックスCM／ハーレクインコミックス,砂漠の姫君,宗真仁子／サラ・モーガン,660,
ハーパーコリンズ・ジャパン,1,ハーレクインコミックスCM／ハーレクインコミックス,クリスマスに再会,小倉つくし／ヘレン・ブルックス,660,
ハーパーコリンズ・ジャパン,1,ハーレクインコミックスCM／ハーレクインコミックス,結婚はだめ,河村恵利／ヘレン・ブルックス,660,
ハーパーコリンズ・ジャパン,1,ハーレクインコミックスCM／ハーレクインコミックス,指輪より愛を,高井みお／キム・ローレンス,660,
ハーパーコリンズ・ジャパン,1,ハーレクインコミックスCM／ハーレクインコミックス,世紀のファーストキス,伊藤悶／キャロリン・ゼイン,660,
ハーパーコリンズ・ジャパン,1,ハーレクインコミックスCM／ハーレクインコミックス,伯爵からの招待状,もとなおこ／アニー・バロウズ,660,
ハーパーコリンズ・ジャパン,1,ハーレクインコミックスCM／ハーレクインコミックス,突然フィアンセ,幸田育子／ヴィヴィアン・レイバー,660,
ハーパーコリンズ・ジャパン,15,マーマレードコミックスCMMBL／マーマレードコミックス,禁断同居生活～イジワル御曹司の独占欲～（２）,シリ崎／日向野ジュン,693,
ハーパーコリンズ・ジャパン,15,マーマレードコミックスCMMBL／マーマレードコミックス,焦れ甘オフィス～クールな御曹司の独占欲～（２）,梅星あやめ／望月沙菜,693,
ハーパーコリンズ・ジャパン,15,プティルコミックスCMPTR／プティルコミックス,遅咲きシンデレラ　大人だって甘やかされたい！（２）,中野まや花／なぁな,699,
ハーパーコリンズ・ジャパン,15,プティルハニーコミックスCMPTH／プティルハニーコミックス,後輩君が下着のヒモを咥えたら。解けるまであと…1秒（３）,津々見はと,750,
ハーパーコリンズ・ジャパン,15,乙女ドルチェ・コミックスCMOD／乙女ドルチェ・コミックス,敏腕若社長の甘い誤算～鈍感秘書は初恋相手の愛人になりました！？～,天点／にしのムラサキ,693,
ハーパーコリンズ・ジャパン,15,乙女ドルチェ・コミックスCMOD／乙女ドルチェ・コミックス,陛下、結婚してください！～絶対君主は無垢な花嫁に陥落寸前！？～,青樹そう／すずね凜,693,
双葉社,1,風街のふたり（２・完）,カシワイ,1320,
双葉社,9,マージナルコミックス,トワ先生はぜんぶはじめて,ろむ,792,
双葉社,9,マージナルコミックス,腐男子召喚～異世界で神獣にハメられました～（６）,藤咲もえ,825,
双葉社,9,モンスターコミックスf,売られた辺境伯令嬢は隣国の王太子に溺愛される（１）,小椋あん／ＣＯＭＩＣ　ＲＯＯＭ,726,
双葉社,9,モンスターコミックスf,姉の身代わりで婚約したら何故か辺境の聖女と呼ばれるようになりました（２）,こなきなこ／冬月光輝,704,
双葉社,9,モンスターコミックスf,追放された悪役令嬢は断罪を満喫する（２）,茶園あま／ミズメ,704,
双葉社,9,モンスターコミックスf,王妃になる予定でしたが、偽聖女の汚名を着せられたので逃亡したら、皇太子に溺愛されました。そちらもどうぞお幸せに。（４）,コロポテ／糸加（ツギクル）,704,
双葉社,9,モンスターコミックスf,極めた薬師は聖女の魔法にも負けません～コスパ悪いとパーティ追放されたけど、事実は逆だったようです～（４）,小澤ゆいな／インバーターエアコン,704,
双葉社,9,モンスターコミックスf,聖女じゃないと追放されたので、もふもふ従者（聖獣）とおにぎりを握る（４）,東端／夕日,704,
双葉社,9,モンスターコミックスf,箱庭の薬術師　神様に愛され女子の異世界生活（６）,ふじもとまめ／ぷにちゃん,704,
双葉社,9,モンスターコミックスf,優しい家族と、たくさんのもふもふに囲まれて。～異世界で幸せに暮らします～（５）,ひのみち／ありぽん（ツギクル）,704,
双葉社,15,モンスターコミックス,超難関ダンジョンで10万年修行した結果、世界最強に～最弱無能の下剋上～（１）,日月アスカ／力水,704,
双葉社,15,モンスターコミックス,氷の令嬢の溶かし方（２）,とこみち／高峰翔,704,
双葉社,15,モンスターコミックス,ダンジョンだらけの異世界に転生したけど僕の恩恵が最難関ダンジョンだった件（２）,へるにゃー／まるせい,704,
双葉社,15,モンスターコミックス,雑用付与術師が自分の最強に気付くまで（３）,アラカワシン／戸倉儚,704,
双葉社,15,モンスターコミックス,魔王軍最強の魔術師は人間だった（８）,アナジロ／羽田遼亮,704,
双葉社,22,ネコホスト（３）,卯月よう,1320,
双葉社,22,漫画版　ファミコンに育てられた男,フジタ／絶牙,1650,
双葉社,28,モンスターコミックス,剣聖の幼馴染がパワハラで俺につらく当たるので、絶縁して辺境で魔剣士として出直すことにした。（４）,あおいゆみ／シンギョウガク,704,
双葉社,28,モンスターコミックス,クラス転移で俺だけハブられたので、同級生ハーレム作ることにした（７）,もりたかたかし／新双ロリス,704,
双葉社,28,モンスターコミックス,ステータス・オール∞　∞使いの最強能力者、異世界を自由気ままに暮らします！（１）,三津屋みやこ／八又ナガト,704,
双葉社,28,モンスターコミックス,不遇職【人形遣い】の成り上がり　美少女人形と最強まで最高速で上りつめる（１）,むらたん／八又ナガト,704,
双葉社,28,モンスターコミックス,勇者パーティーにかわいい子がいたので、告白してみた。（４）,海李／水星,704,
双葉社,28,モンスターコミックス,パーティーから追放されたその治癒師、実は最強につき（６）,鳴海みわ／影茸,704,
双葉社,28,モンスターコミックス,Aランク冒険者のスローライフ（７）,蕨野くげ子／錬金王,704,
文藝春秋,15,やまとは恋のまほろば（４）,浜谷みお,880,
文藝春秋,15,コミック　鬼平犯科帳（117）,さいとう・たかを／池波正太郎,682,
フロンティアワークス,12,アリアンローズコミックス,転生しまして、現在は侍女でございます。（６）,田中ててて／玉響なつめ,693,
フロンティアワークス,16,FWコミックス,盾の勇者の成り上がり　～ガールズサイドストーリー～（２）,城咲綾／錬金王ほか,693,
フロンティアワークス,16,FWコミックスオルタ,フリースキルで最強冒険者　～ペットも無双で異世界生活が楽しすぎる～（１）,浦稀えんや／瀬戸メグル,759,
フレックスコミックス,12,メテオCOMICS,邪神ちゃんドロップキック（20）,ユキヲ,737,
フレックスコミックス,15,ポラリスCOMICS,おじさんはカワイイものがお好き。（８）,ツトム,737,
フレックスコミックス,15,ポラリスCOMICS,同居人はひざ、時々、頭のうえ。（９）,みなつき／二ツ家あす,737,
フレックスコミックス,15,ポラリスCOMICS,花嫁修業をやめたくて、冷徹公爵の13番目の婚約者になります（１）,空柄／Ｃ．Ｃ,803,
復刊ドットコム,15,鉄腕アトム　《オリジナル版》（15）,手塚治虫,4840,
復刊ドットコム,21,鉄人28号《オリジナル版》（９）,横山光輝,5170,
復刊ドットコム,21,今 敏　MANGA選集（１）　カーヴ　［ワイド版・生原稿ver.］　CURVE and Other Stories,今敏,4620,
プランタン出版発行／フランス書院発売,6,オパールCOMICS,素直になりなよ。　けんかっぷるの新婚甘ラブバトル（仮）,大橋キッカ／槇原まき,未定,
プランタン出版発行／フランス書院発売,6,オパールCOMICS,華麗なるケダモノ弁護士の一途な淫愛　言われるがままに愛されなさい（仮）,海月みほ,未定,
プランタン出版発行／フランス書院発売,27,Canna アンソロジー,オリジナルボーイズラブアンソロジーCanna（87）　（仮）,朝田ねむい／琥狗ハヤテほか,未定,
プランタン出版発行／フランス書院発売,27,Canna Comics,ウルフハウンド　（仮）,芽玖いろは,未定,
ブライト出版,22,Tulle Comics,スウィートブラッド,鮭田ねね,780,
ブライト出版,22,Tulle Comics,不良神父による発情吸血鬼のしつけ方,柞,700,
ブライト出版,22,ラブコフレコミックス,巨乳ちゃんと巨根上司（５・完）,小此木葉っぱ,730,
ぶんか社,5,BKコミックス,竜と歩む成り上がり冒険者道～用済みとしてSランクパーティから追放された回復魔術師、捨てられた先で最強の神竜を復活させてしまう～（２）,＠カリカリうめ／岸本和葉,693,
ぶんか社,5,BKコミックス,魔境生活～崖っぷち冒険者が引きこもるには広すぎる～（３）,伊藤寿規／花黒子,693,
ぶんか社,5,BKコミックスf,馬小屋暮らしのご令嬢は案外領主に向いている？（１）,藪犬小夏／石動なつめ,693,
ぶんか社,5,BKコミックスf,没落令嬢、貧乏騎士のメイドになります（２）,千世トケイ／江本マシメサ,693,
ぶんか社,9,ぶんか社コミックス,すとまとねことがんけんしん（２）,内田春菊,1100,
ぶんか社,9,ぶんか社コミックス,私たちは繁殖している（21）,内田春菊,1100,
ぶんか社,9,ぶんか社コミックス,快盗くいしん坊,ビッグ錠,1430,
ぶんか社,28,BKコミックス,勇者パーティーを追い出された死霊魔術師はリッチになって魔王軍で大好きな研究ライフを送る（２）,安田大地／稲荷竜,693,
ぶんか社,28,BKコミックス,ある日、惰眠を貪っていたら一族から追放されて森に捨てられました　そのまま寝てたら周りが勝手に魔物の国を作ってたけど、私は気にせず今日も眠ります（１）,伊草さゆ／白波ハクア,693,
ぶんか社,28,BKコミックス,勇者の出番ねぇからっ！！～異世界転生するけど俺は脇役と言われました～（２）,根岸真知子／草薙刃,693,
ぶんか社,28,BKコミックス,悪徳領主の息子に転生！？～楽しく魔法を学んでいたら、汚名を返上してました～（３）,シメサバ／米津,693,
ぶんか社,28,BKコミックスf,婚約破棄された悪役令嬢はチートタヌキと組んでショタ王子を盛り立てます！（１）,緒方しろ／女騎士館,693,
平凡社,9,まいあ　Maia（７）　SWAN act Ⅱ,有吉京子,799,
マイクロマガジン社,9,コミックELMO,強ガール（４）,朝比奈ショウ,897,
マイクロマガジン社,9,コミックELMO,強ガール（５）,朝比奈ショウ,897,
マイクロマガジン社,28,ライドコミックス,ガチャを回して仲間を増やす　最強の美少女軍団を作り上げろ　THE COMIC（８）,晴野しゅー／ちんくるり,748,
マイクロマガジン社,28,ライドコミックス,転生競走馬　エッチマン（５）,城谷間間／ａｋｉｎａｋａ,748,
リイド社,9,トーチコミックス,武蔵野,斎藤潤一郎,990,
ワニブックス,23,クランチコミックス,2gether（４・完）,奥嶋ひろまさ／ジッティレイン,880,
